user_id,daily_screen_time_hours,social_media_hours,work_study_hours,sleep_hours,notification_count,breaks_per_day,stress_level,productivity_score
5704,5.29,2.59,4.1,3.58,39,12,4,5
5705,5.81,1.41,2.28,8.24,137,14,3,85
5706,2.33,4.17,2.56,5.12,216,6,9,22
5707,8.45,1.13,2.41,5.41,126,11,4,59
5708,7.1,1.72,8.76,5.88,11,14,9,40
5709,4.95,1.03,5.58,8.21,17,7,7,84
5710,10.3,0.87,3.83,5.64,154,7,9,92
5711,6.67,4.41,3.08,5.95,57,9,2,63
5712,4.43,3.15,3.29,5.55,73,4,2,32
5713,8.21,2.67,3.78,7.13,198,4,8,45
5714,7.3,1.71,7.63,7.77,150,5,9,83
5715,7.29,3.59,4.94,9.02,219,12,2,92
5716,5.65,1.51,2.11,9.92,158,14,6,87
5717,7.4,3.45,9.62,7.65,237,9,6,33
5718,5.98,1.45,2.72,7.28,213,2,7,82
5719,7.61,1.73,3.82,5.22,116,4,5,35
5720,2.69,3.41,7.62,9.28,139,14,3,46
5721,5.63,3.54,5.83,7.08,136,9,10,36
5722,9.94,3.22,4.06,6.42,93,6,3,62
5723,4.97,1.24,2.54,7.3,160,14,6,83
5724,5.29,1.96,3.07,5.97,222,6,1,90
5725,5.6,2.69,3.19,3.76,232,7,8,100
5726,4.07,1.48,5.01,7.54,25,5,7,26
5727,2.08,4.15,5.38,8.55,150,4,7,7
5728,6.04,0,4.7,7.52,141,11,6,87
5729,6.77,1.57,4.92,6.79,11,3,3,5
5730,6.39,1.89,2.9,6.82,123,2,9,87
5731,6.21,0,5.59,7.02,74,7,10,100
5732,6.59,0.82,7.56,6.98,35,5,6,32
5733,8.55,3.25,4.67,6.72,39,1,6,79
5734,6.12,2.54,4.64,6.83,127,4,6,91
5735,5.35,4.39,5.17,8.82,47,9,6,81
5736,5.94,4.35,7.24,7.41,157,8,6,84
5737,7.66,3.02,3.21,6.94,34,11,4,57
5738,9.32,2.88,7.9,7.66,134,7,2,80
5739,5.24,2.58,5.84,7.66,61,5,1,62
5740,6.7,0,5.06,8.03,92,1,8,28
5741,7.18,0.83,7.43,5.82,100,12,5,95
5742,4.51,2.62,2.64,6.18,147,5,3,80
5743,6.54,3.24,6.04,5.74,178,8,9,78
5744,3.57,2.85,5.86,7.8,218,4,3,74
5745,2.96,1.43,3.13,7.73,70,12,5,66
5746,7.23,3.62,5.92,5.14,120,5,2,97
5747,5.73,4.28,5.57,7.31,11,8,6,41
5748,6.9,3.63,4.64,8.58,90,5,9,86
5749,6.46,3.69,6.73,6.49,144,14,1,66
5750,4.55,1.83,3.86,7.21,69,4,3,64
5751,6.41,3.79,5.54,7.75,198,11,10,7
5752,4.03,2.67,4.74,5.08,89,4,1,41
5753,9.28,3.11,3.77,7,122,13,5,45
5754,3.79,2.94,6.01,8.45,36,6,5,44
5755,6.11,2.35,4.58,6.03,10,10,4,30
5756,4.42,1.47,2.05,7.88,223,1,5,38
5757,7.64,2.4,1.4,6.84,95,4,8,39
5758,5.84,3.68,6.58,5.92,164,14,8,19
5759,5.46,1.97,2.56,6.67,89,1,6,47
5760,8.21,3.57,5.56,6.12,69,12,4,38
5761,6.56,3.38,5.11,5.65,62,6,4,17
5762,7.53,2.14,4.26,6.47,45,8,5,74
5763,4.54,4.17,8.91,6.89,217,4,5,79
5764,3.69,2.07,5.36,6.58,161,8,2,69
5765,6.71,4.31,6.51,6.46,44,14,6,99
5766,5.86,3.02,5.57,7.09,42,2,7,4
5767,7.75,2.48,4.54,7.49,154,5,3,35
5768,6.34,1.43,4.96,5.31,78,14,10,1
5769,6.91,2.39,7.92,6.47,172,3,4,81
5770,3.25,2.26,7.18,4.23,220,14,9,85
5771,10.28,0.99,8.9,6.59,116,7,4,58
5772,6.17,2.24,5.44,7,184,13,10,22
5773,7.9,1.54,3.25,7.54,107,9,7,5
5774,4.83,3.2,4.12,7,105,1,2,60
5775,7.12,4.07,2.62,7.51,98,8,5,36
5776,3.89,1.03,6.53,6.88,68,4,6,9
5777,7.4,4.55,3.83,5.92,70,13,2,84
5778,5.79,2.35,1,5.35,159,10,1,57
5779,6.56,1.33,9.93,6.46,240,11,9,78
5780,7.9,3.41,3.86,5.8,36,5,7,84
5781,4.03,1.96,3.85,6.64,234,12,8,90
5782,5.13,2.4,8.34,6.16,209,1,5,4
5783,7.41,2.01,2.58,7.34,231,5,5,51
5784,10.7,1.52,7.27,6.86,121,9,1,39
5785,6.22,3.37,3.83,7.38,99,8,3,84
5786,7.68,2.16,2.35,7.38,24,8,7,52
5787,6.29,0.78,8.41,6.57,173,6,10,75
5788,10.38,3.16,6.85,6.65,118,12,9,71
5789,3.01,1.05,6.84,7.45,194,9,8,55
5790,6.69,1.12,5.74,9.98,213,4,5,31
5791,3.25,3.93,6.2,5.51,50,6,3,50
5792,1.49,1.06,2.54,6.85,182,3,9,8
5793,7.09,0,5.22,5.25,180,2,4,87
5794,6.78,3.25,3.14,6.77,21,9,9,15
5795,5.93,2.14,2.22,5.92,205,5,3,65
5796,6.29,2.24,5.82,6.64,204,11,7,10
5797,12.7,2.12,7.32,7,238,2,1,41
5798,5.98,2.78,4.23,6.16,239,5,10,88
5799,7.52,1.6,4.58,4.48,105,6,5,79
5800,5.2,4.27,2.72,8.65,227,8,9,48
5801,7.09,0.73,5.01,7.89,13,5,9,21
5802,6.02,3.03,6.52,6.63,202,12,6,86
5803,5.68,3.27,6.58,5.64,128,2,6,24
5804,10.14,1.59,6.09,6.91,14,13,3,74
5805,8.85,1.27,3.76,7.27,139,7,9,23
5806,6.77,3.72,3.7,7.8,55,5,1,80
5807,1.89,1.31,6.59,7.92,84,13,7,69
5808,5.78,1.77,6.62,8.17,135,11,3,33
5809,11.91,3.56,4.66,4.54,146,2,2,36
5810,6.04,2.54,4.15,6.4,145,12,5,25
5811,8.71,0.34,7.33,8.09,67,6,5,58
5812,9.38,4.6,4.28,5.6,112,11,2,90
5813,6.94,1.86,6.49,8.39,72,7,8,66
5814,4.82,2.02,4.73,9.15,198,8,2,98
5815,1.63,2.81,2.9,8.35,152,3,8,31
5816,7.87,3.25,8.22,7.66,82,11,6,44
5817,4.87,4.85,5.24,6.22,179,4,10,63
5818,6.85,0.51,3.58,7.17,187,12,4,45
5819,4,3.49,2.22,5.05,103,6,3,83
5820,5.97,3.39,2.42,5.78,230,3,9,82
5821,6.57,2.34,4.25,5.88,188,11,6,50
5822,7.04,3.44,8.85,6.88,162,6,5,67
5823,4.27,3.62,3.83,6.29,159,9,10,71
5824,8.89,0.84,7.89,7.14,235,12,3,87
5825,5.31,4.6,4.74,7.94,31,5,3,1
5826,3.15,0.63,2.64,5.88,247,2,6,71
5827,6.28,1.14,4.05,6.99,103,10,10,86
5828,6.57,2.19,2.44,6.26,126,2,4,67
5829,6.82,4.81,3.29,7.05,83,14,4,83
5830,9.22,2.13,3.23,7.69,206,11,8,94
5831,6.03,2.46,1.19,8,206,7,2,9
5832,6.26,4.22,8.03,7.67,203,14,6,99
5833,4.29,2.14,5.42,7.34,231,4,9,35
5834,8.14,1.09,3.63,4.95,73,9,3,13
5835,6.87,2,5.44,5.39,159,9,5,26
5836,5.66,4.14,3.33,5.73,150,6,7,45
5837,2.69,2.59,1,7.27,240,10,1,51
5838,9.39,4.82,10.91,5.12,226,13,8,92
5839,4.04,3.39,5.38,7.24,164,5,6,25
5840,5.32,1.73,3.82,7.14,56,7,4,56
5841,7.22,2.56,1.13,4.28,100,5,6,39
5842,4.11,1.48,2.01,5.39,30,13,2,3
5843,3.51,1.7,8.31,8.16,40,9,4,75
5844,2.25,7.87,8,7.71,216,9,8,94
5845,7.94,3.72,6.51,5.69,130,7,4,53
5846,5.41,3.53,2.77,5.45,47,4,5,33
5847,12.35,1.75,8.02,3.61,48,1,2,62
5848,4.51,4.38,5.9,8.71,173,4,3,98
5849,4.66,3.82,6.31,6.85,109,12,3,67
5850,5.37,4.76,5.89,9.25,202,14,2,69
5851,6.99,4.7,1.99,6.55,20,3,8,95
5852,5.56,0.73,2.6,7.17,78,1,3,4
5853,7.72,1.17,3.98,7.96,43,13,1,72
5854,4.54,1.3,6.29,8.93,238,10,2,59
5855,3.74,1.37,2.24,7.45,14,4,8,17
5856,2.9,2.89,4.65,6.8,29,7,1,22
5857,2.05,1.82,4.65,6.84,72,2,1,38
5858,5.46,4.99,6.59,5.44,54,13,1,88
5859,5.9,4.79,6.35,6.3,245,12,10,31
5860,5.24,2.49,2.98,6.87,179,12,8,49
5861,8.99,4.85,7.89,8.6,22,7,6,52
5862,8.96,4.29,2.67,6.24,146,6,7,89
5863,5.83,1.96,7.18,8.18,142,9,4,38
5864,2.91,0.09,3.9,6.69,175,11,8,96
5865,5.37,2.24,5.33,8.42,233,2,2,49
5866,5.3,1.73,5.45,7.68,103,14,9,90
5867,5.19,2.75,5.4,7.59,186,6,4,100
5868,5.1,2.61,6.35,8.07,101,13,1,27
5869,5.19,2.58,5.78,7.88,110,11,2,23
5870,5.73,3.13,6.57,8.18,165,6,8,84
5871,5.23,1.04,5.93,9.57,130,6,9,27
5872,6.92,2.99,2.47,8.9,133,3,5,81
5873,7.22,1.97,5.54,7.41,180,6,4,14
5874,4.68,2.74,3.87,6.23,207,9,10,3
5875,9.04,3.65,2.78,7.28,178,14,7,27
5876,4.54,1.03,4.42,4.3,181,12,2,62
5877,3.26,2.16,5.37,7.88,166,13,7,14
5878,7.26,2.36,5.5,5.42,77,11,9,92
5879,4.87,1.88,7.11,8.26,219,3,2,44
5880,7.14,3.58,7.61,9.37,216,2,8,25
5881,1.69,1.64,5.67,4.91,34,8,6,61
5882,9.28,1.83,6.03,6.73,205,13,6,75
5883,7.84,1.65,5.19,5.42,23,14,4,52
5884,3.5,3.81,6.53,4.55,196,13,9,12
5885,3.54,1.91,5.97,6.66,71,3,8,97
5886,9.84,3.05,4.89,7.63,154,12,7,84
5887,5.03,4.87,9.3,7.78,235,5,5,34
5888,4.83,2.41,3.91,7,126,5,5,23
5889,1.97,3.83,7.91,4.64,156,2,2,19
5890,5.8,4.51,2.29,6.96,166,2,5,100
5891,6.04,3.73,6.63,4.86,223,6,3,1
5892,7.93,2.48,7.87,4.94,215,2,7,74
5893,3.7,3.27,1.19,5.5,109,14,9,65
5894,3.46,0.96,5.28,8.16,75,6,10,5
5895,7.4,1.56,6.43,7.51,54,12,6,57
5896,8.51,1.77,5.5,7.22,80,12,10,22
5897,3.36,5.19,5.76,5.68,37,7,7,43
5898,8.66,1.52,5.27,6.3,68,13,7,2
5899,6.58,1.51,2.81,5.02,191,4,7,73
5900,8.68,1.25,9.74,8.57,17,10,4,7
5901,6.36,3.17,3.99,9.66,230,4,6,21
5902,1.46,2.67,5.87,7.52,19,13,7,71
5903,6.2,3.8,3.71,7.75,30,3,10,59
5904,8.62,3.31,1,6.59,44,1,4,9
5905,4.71,0.84,3.15,4.69,13,4,9,40
5906,5.72,1.53,2.1,5.7,190,3,9,73
5907,6.15,4.14,7.18,6.2,94,8,4,49
5908,1,2.26,3.79,6.3,239,5,8,12
5909,9.84,3.93,3.97,6,34,7,8,100
5910,4.7,2.32,2.87,6.86,29,3,2,73
5911,7.51,1.34,5.19,5.69,208,3,6,10
5912,6.33,2.14,3.57,9.62,208,11,9,74
5913,9.02,1.34,6.98,5.03,105,6,8,17
5914,7.31,1.82,5.6,7.95,105,10,1,4
5915,6.03,2.74,3.86,6.46,136,4,5,64
5916,4.71,3.11,6.7,7.4,31,8,5,16
5917,8.1,0.59,5.02,7.46,58,3,9,49
5918,2.75,2.48,5.04,7,98,5,2,100
5919,7.79,1.8,2.07,5.33,15,1,5,27
5920,4.3,1.72,4.86,6.37,188,14,1,6
5921,9,2.66,5.64,7.02,164,1,8,9
5922,6.82,1.84,7.67,6.94,155,8,8,58
5923,7.79,4.16,3.5,5.47,21,7,2,32
5924,6.66,3.93,9.56,8.48,37,1,10,38
5925,3,3.92,6.11,3.56,28,6,1,30
5926,4.78,1.91,1.96,6.47,52,2,3,78
5927,7.84,1.35,3.31,5.6,218,12,9,45
5928,6.83,2.6,7.84,7.04,108,1,7,29
5929,8.86,2.32,7.49,8.12,152,10,7,92
5930,7.31,1.77,5.04,4.97,206,5,10,22
5931,4.57,1.09,5.3,9.86,45,5,4,31
5932,4.91,2.45,2.67,7.06,106,2,5,81
5933,6.71,2.02,7.64,7.3,94,12,7,17
5934,1.87,3.33,3.02,4.93,236,5,2,54
5935,9.85,3.3,6.69,6.74,51,14,3,79
5936,7.38,3.82,7.7,8.06,100,7,3,47
5937,8.95,0.99,5.1,7.07,135,4,7,32
5938,3.34,2.98,6.94,6.98,54,2,7,28
5939,8.99,1.63,8.7,6.73,39,13,6,11
5940,10.96,1.04,5.54,5.01,48,5,1,39
5941,3.86,1.99,4.65,5,183,11,10,17
5942,8.04,3.78,4.87,8.32,195,6,8,76
5943,6.5,2.05,3.51,7.95,39,13,10,39
5944,3.41,4.38,3.47,8.14,118,8,10,73
5945,7.49,3.16,5.88,5.73,193,14,4,25
5946,8.17,2.03,4.67,6.6,222,9,8,26
5947,5.3,3.89,5.66,8.4,227,11,7,68
5948,8.83,3.03,2.02,5.2,97,10,1,62
5949,3.17,1.38,4.81,8.27,191,8,7,19
5950,3.51,4.73,7.06,6.04,95,7,4,13
5951,6.77,2.81,2.76,5.69,46,9,5,29
5952,6.55,2.52,5.03,6.76,244,9,6,54
5953,5.07,1.47,1.29,5.35,99,6,5,73
5954,8.12,3.92,2.39,4.33,159,12,2,42
5955,7.56,3.12,6.62,6.9,247,3,8,62
5956,8.22,3.26,4.38,7.49,106,14,8,71
5957,6.25,1.89,8.64,8.38,33,12,5,71
5958,7.71,3.5,5.86,7.59,78,11,5,21
5959,5.61,3.59,6.06,9.36,97,8,7,9
5960,10.61,1.7,2.85,8.57,108,3,2,45
5961,4.87,0.8,4.23,7.76,131,1,5,27
5962,10.71,3.2,3.53,7.41,95,13,1,48
5963,6.57,0.61,2.87,8.4,170,12,4,85
5964,3.75,2.68,6.33,3.92,26,4,8,69
5965,9.24,1.96,6.73,6.18,199,14,1,5
5966,6.75,3.96,5.8,4.38,21,9,10,72
5967,8.2,2.03,3.34,7.66,39,13,1,15
5968,8.95,3.83,5.66,5.83,227,8,4,77
5969,7.18,1.88,1.17,10,150,14,10,97
5970,5.32,3.7,7.65,6.13,15,14,5,44
5971,8.45,4.97,2.4,6.94,204,6,9,47
5972,6.5,1.22,2.76,6.28,134,3,5,32
5973,7.87,2.85,5.23,6.16,20,3,1,36
5974,2.19,5.8,5.41,5.18,244,7,3,49
5975,7.39,2.58,4.85,5.14,137,14,4,53
5976,5.22,2.57,2.78,3.97,133,5,7,23
5977,9.81,3.45,7.27,7.51,69,3,2,34
5978,7.75,2.55,1.63,6.25,19,12,4,18
5979,6.98,0.45,2.03,9.31,212,12,8,12
5980,7.47,3.86,4.79,5.18,25,12,5,87
5981,4.5,0.1,2.47,8.72,93,1,6,2
5982,9.75,2,7.45,8.84,179,11,3,27
5983,10.48,3.95,2.64,8.46,181,9,4,50
5984,7.29,2.07,8.11,7.11,156,11,9,31
5985,9.68,1.67,7.07,6.36,210,12,2,48
5986,5.36,3.56,7.47,8.46,109,12,3,86
5987,4.91,1.48,8.77,5.77,24,5,2,69
5988,6.58,1.03,5.16,7.15,224,11,2,17
5989,7.37,2.83,2.97,6.74,94,7,9,43
5990,5.71,2.28,4.79,5.64,48,10,8,71
5991,7.58,1.01,3.87,7.16,14,9,7,18
5992,7.11,3.26,3.58,7.76,95,4,9,66
5993,4.5,3.06,5.3,5.59,40,13,8,31
5994,7.54,2.07,4.38,7.4,216,13,9,63
5995,8.23,2.15,3.5,3.9,165,12,2,28
5996,6.84,3.06,4.51,5.44,47,11,7,67
5997,8.81,3.93,6.1,6.21,189,5,9,9
5998,4.07,2.16,6.91,7.26,152,3,9,97
5999,7.44,3.29,1.79,7.93,28,7,8,28
6000,4.16,3.18,4.39,6.91,172,13,1,92
6001,4.27,3.56,4.72,7.54,219,1,3,18
6002,5.24,2.55,2.63,6.59,211,8,8,15
6003,4.62,1.41,4.76,7.33,24,3,3,75
6004,5.4,1.95,5.3,7.26,123,13,4,89
6005,6.07,2.91,6.04,6.14,97,4,10,5
6006,8.17,4.68,5.15,6.34,184,10,2,41
6007,5.86,1.92,3.24,7.58,193,4,3,91
6008,3.33,3.47,9.02,9.16,157,11,5,76
6009,8.78,2.11,6.66,8.37,238,7,6,74
6010,4.83,2.63,6.11,5.33,212,14,6,73
6011,6.38,4.32,7.01,5.34,18,12,7,66
6012,7.39,3.42,5.49,6.1,14,7,10,73
6013,6.9,1.01,7.57,6.93,148,4,8,51
6014,8.69,1.81,5.11,6.86,127,6,6,16
6015,7.46,4.01,5,8.41,112,8,10,65
6016,4.78,2.67,6.27,8.48,100,10,6,85
6017,10.86,1.12,8.15,6.81,11,14,2,57
6018,6.89,1.52,8.02,6.5,189,4,3,37
6019,6.21,3.34,6.19,7.47,157,13,6,39
6020,8.43,3.69,6.03,8.18,30,1,6,65
6021,7,2.52,6.39,7.52,60,7,6,49
6022,7.3,5.47,6.97,6.24,167,2,4,47
6023,11.48,3.49,7.6,6,185,11,2,40
6024,5.95,2.21,4.53,5.36,10,13,8,14
6025,5.86,1.52,7.64,7.05,172,3,2,40
6026,6.73,1.33,5.69,7.61,163,8,3,48
6027,8.64,2.9,6.3,7.76,233,2,1,32
6028,3.49,1.91,7.76,8.3,18,2,9,88
6029,2.57,4.51,6.49,8.72,122,4,3,39
6030,5.33,4.26,6.83,5.01,177,6,2,33
6031,3.23,3.26,4.22,7.33,30,10,6,30
6032,5.65,1.09,8,7.37,89,11,8,26
6033,7.5,1.69,6.39,6.7,149,2,4,43
6034,4.72,4.01,5.25,5.72,237,9,1,55
6035,3.65,1.82,7.2,8.68,46,12,7,44
6036,6.64,3.85,10.18,6.03,100,2,3,78
6037,8.23,3.07,2.66,3.95,80,9,5,76
6038,3.11,2.56,3.39,6.83,231,7,2,3
6039,8.14,1.66,10.37,6.49,161,11,8,7
6040,8.13,2.39,5.85,9.22,187,3,3,85
6041,8.41,2.73,5.38,7.44,191,9,9,58
6042,8.94,3.74,4.77,6.4,231,9,1,91
6043,10.9,1.44,7.42,6.54,221,6,6,10
6044,5.79,2.18,10.22,6.53,119,2,3,10
6045,6.72,2.55,3.67,9.68,113,7,4,100
6046,5.67,3.3,4.81,7.68,118,4,4,81
6047,6.5,1.41,4.3,4.97,165,4,8,42
6048,9.57,0.92,6.47,6.48,13,7,9,34
6049,3.81,3.31,7.44,6.77,149,5,5,82
6050,4.78,0.68,8.24,5.36,76,1,10,26
6051,9.25,4.04,6.53,4.48,174,3,10,60
6052,8.54,2.31,10.04,7.57,13,7,3,2
6053,5.77,0.64,3.85,5.75,24,13,9,73
6054,8.21,1.92,3.33,8.42,165,9,1,45
6055,7.18,2.95,7.94,6.81,46,9,1,5
6056,9.5,1.86,5.25,6.18,146,7,3,26
6057,6.65,2.52,2.25,3.66,23,5,2,79
6058,8.55,3.39,4.37,8.39,132,4,8,25
6059,11.78,2.26,5.51,7.18,233,9,5,26
6060,7.7,1.38,3.71,6.22,249,6,10,92
6061,6.6,2.14,2.97,5.64,204,13,1,87
6062,7.94,4.2,4.58,8.88,120,10,3,85
6063,5.77,4.52,2.87,5.42,135,2,3,22
6064,11.28,0.08,6.27,6.32,91,3,2,19
6065,6.86,3.81,1.11,7.54,59,7,9,10
6066,5.95,2.8,5.18,8.69,87,4,1,42
6067,4.83,3.61,6.04,6.52,34,7,10,100
6068,8.69,1.84,4.82,5.84,48,13,5,31
6069,8.23,0.38,7.19,6.66,35,12,9,31
6070,5.51,3.2,2.26,7.98,69,12,3,99
6071,7.65,1.37,3.6,8.27,61,5,10,75
6072,3.48,0.83,4.34,5.01,79,1,3,81
6073,6.87,0.92,6.43,6.95,163,10,7,97
6074,7.41,3.22,5.44,4.94,57,3,1,86
6075,9.91,2.67,9.29,7.95,63,9,9,90
6076,4.96,3.44,3.39,7.35,124,4,7,36
6077,3.94,3.3,2.21,5.6,178,12,8,66
6078,4.71,1.99,8.58,8.79,125,5,2,32
6079,3.83,2.42,2.14,7.24,138,2,3,67
6080,9.17,1.89,6.37,7.09,123,10,9,63
6081,9.6,2.25,3.04,6.57,30,11,4,23
6082,7.14,1.34,1,6.79,215,8,5,50
6083,8.94,2.97,4.25,6.3,119,1,9,65
6084,6.77,3.79,6.8,5.84,81,14,10,69
6085,6.31,1.52,2.56,8.4,162,11,8,44
6086,5.83,4.04,6.15,6.16,27,4,5,58
6087,5.88,2.64,6.53,6.12,24,6,2,57
6088,3.4,2.79,2.46,6.63,51,8,3,37
6089,7.03,0.46,4.54,8.65,29,4,3,65
6090,6.42,0.33,8.15,8.27,25,2,7,18
6091,7.99,2.67,6.3,6.29,144,4,6,5
6092,6.69,3.45,4.48,8.39,230,1,7,82
6093,6.17,1.69,5.83,6.94,104,8,8,99
6094,4.76,4.5,3.63,5.7,102,9,5,96
6095,6.64,3.38,7.23,6.18,90,3,6,26
6096,7.98,1.41,7.23,8.59,142,14,1,33
6097,4.21,2.54,5.24,9.51,155,8,4,42
6098,6.67,5.47,5.46,7.22,87,9,6,88
6099,6.97,1.01,3,6.06,104,12,4,27
6100,5.06,3.13,2.3,6.64,155,13,1,54
6101,5.32,2.11,4.25,5.81,73,8,3,83
6102,6.96,3.35,4.83,6,248,14,3,82
6103,4.23,4.02,7.13,5.87,162,2,3,79
6104,7.2,2.04,6.84,6.7,212,2,4,91
6105,4.71,3.84,5.37,6.96,35,10,9,75
6106,8.63,5.17,7.38,6.61,206,13,9,24
6107,11.18,2.58,3.11,6.51,153,4,8,3
6108,4.78,3.44,7.15,7.79,200,1,3,39
6109,7.57,1.79,3.42,6.5,209,12,2,71
6110,5.05,2.52,7.48,6.59,86,3,3,12
6111,8.58,2.29,4.97,6.57,67,4,5,33
6112,3.97,3.46,1,8.81,105,12,7,22
6113,7.46,3.95,6.46,6.16,164,2,2,35
6114,4.75,2.37,6.62,7.58,186,12,6,14
6115,6.09,4.34,4.09,5.83,227,7,2,26
6116,4.44,4.34,4.26,7.25,210,13,1,83
6117,8.14,3.52,4.68,7.51,56,10,3,85
6118,4.83,1.88,1.15,8.21,80,3,4,54
6119,7.6,1.77,1,6.3,132,7,2,41
6120,5.81,1.53,7.6,5.35,187,7,3,45
6121,6.27,3.64,3.35,5.78,55,13,6,31
6122,6.8,1.05,8.71,8.05,17,13,9,69
6123,4.98,3.31,7.74,9.51,11,11,2,99
6124,6.92,1.2,8.13,7.88,155,9,7,17
6125,9.56,3.49,3.7,5.16,45,4,1,60
6126,4.94,2.52,1.78,7.84,97,4,4,96
6127,8.84,4.1,2.83,5.57,128,1,2,4
6128,9.5,3.87,4.11,6.35,235,14,4,10
6129,4.87,4.22,1,7.04,51,11,2,94
6130,3.59,4.25,4.05,7.26,111,6,3,9
6131,7.1,2.67,4.6,6.89,148,6,8,61
6132,5.41,1.11,2.41,6.02,68,7,4,90
6133,10.24,1.24,2.92,8.18,189,9,6,22
6134,6.57,0,4.56,6.11,211,10,9,21
6135,4.9,1.2,5.71,8.43,230,10,8,23
6136,4.21,2.58,3.22,5.03,58,10,2,61
6137,8.68,1.83,5.58,7.08,193,9,2,12
6138,5.36,2.28,5.27,5.21,113,5,3,95
6139,6.59,3.09,5.09,5.72,207,2,2,17
6140,8.41,2.14,3.7,6.13,249,1,3,55
6141,5.53,1.15,2.33,8.78,137,2,2,21
6142,6.41,2.44,8.39,8.5,83,2,6,54
6143,6.47,1.42,6.26,7.94,39,12,9,47
6144,7.87,2.18,7.01,6.84,192,1,8,41
6145,7.68,4.11,4.83,7.04,37,12,6,97
6146,6.06,2.18,4.67,8.45,102,8,4,15
6147,6.63,4.63,5.98,7.71,188,3,10,96
6148,5.76,4.22,1.33,6.82,226,10,5,59
6149,3.54,1.8,2.77,8.73,237,14,4,99
6150,7.02,1.17,3.4,7.86,36,14,5,15
6151,10.28,2.44,4.09,7.12,136,10,2,29
6152,4.73,3.88,3.24,6.2,107,12,8,11
6153,4.95,1.91,5.67,6.09,61,8,1,29
6154,4.76,3.59,5.16,6.36,171,6,9,86
6155,7.95,3.95,7.79,7.39,169,1,1,90
6156,7.4,1.57,9.95,7.89,53,13,5,82
6157,6.18,1.69,2.47,4.92,141,14,9,89
6158,4.66,3.36,5.29,4.27,57,13,1,85
6159,6.68,2.68,5.29,5.56,107,7,1,88
6160,3.37,1.68,4.97,6.27,25,3,3,56
6161,6.79,2.08,2.83,8.35,197,9,8,92
6162,8.24,2.42,3.17,6.44,56,9,3,53
6163,4,0.62,5.48,7.13,119,4,2,3
6164,3.43,3.42,3.11,7.34,84,2,6,13
6165,9.66,1.93,5.32,5.47,24,10,10,38
6166,5.28,0,4.51,8.7,111,9,5,70
6167,8.77,2.47,5.28,5.94,103,5,9,11
6168,6.19,1.61,3.09,8.83,193,11,3,23
6169,6.18,4.53,5.31,6.64,228,12,4,73
6170,7.38,1.8,3.24,6.36,153,8,10,56
6171,4.73,1.18,5.32,5.36,138,9,8,17
6172,6.76,3.11,7.68,7.06,162,11,2,9
6173,5.74,1.71,5.52,9.73,73,1,5,83
6174,3.86,1.56,5.64,7.34,101,11,9,99
6175,7.17,3.11,6.63,7.15,52,3,9,96
6176,5.97,1.25,2.19,5.93,23,7,10,92
6177,6.19,0.75,8.44,7.57,235,14,9,28
6178,4.08,4.57,2.89,7,185,2,1,79
6179,9.68,3.2,6.76,6.72,77,14,1,19
6180,8.25,2.18,6.49,7.44,23,4,1,97
6181,8.43,2.5,3.2,4.44,217,4,8,87
6182,5.89,3.11,7.02,6.67,152,7,4,92
6183,3.04,3.67,6,5.24,235,14,9,4
6184,10.41,1.59,8.78,6.84,214,2,6,47
6185,6.38,2.94,5.39,5.86,154,8,3,47
6186,5,1.89,4.78,5.95,101,8,8,31
6187,7.33,2.27,3.97,5.07,189,13,1,99
6188,8.83,2.69,1.51,8.25,147,6,2,5
6189,6.45,2.49,4.36,5.92,248,4,8,33
6190,9.06,3.38,4.45,5.99,26,2,1,48
6191,8.67,3.08,5.52,8.79,145,3,5,32
6192,4.35,0.69,2.15,7.54,11,3,3,79
6193,5.15,0.87,4.52,4.15,193,12,2,59
6194,8.42,2.06,6.15,8.6,74,3,4,98
6195,1.07,4.69,6.35,8.94,192,4,2,64
6196,6.2,1.48,1.28,8.82,128,7,5,47
6197,3.64,2.25,6.41,7.67,206,9,8,9
6198,5.55,1.86,4.51,5.37,108,10,4,35
6199,5.9,1.84,4.63,6.74,223,13,7,47
6200,5.78,2.71,1,4.92,116,4,5,88
6201,5.4,4.18,7.99,5.67,217,13,9,82
6202,4.31,3.05,5.35,5.36,126,7,2,17
6203,11.08,1.54,1.94,5.98,210,10,2,1
6204,10.23,5.8,5.75,7.01,173,6,1,55
6205,4.18,2.59,5.69,6.22,18,10,4,11
6206,9.66,1.81,7.45,6.17,151,9,8,33
6207,5.7,4.19,4.38,6.42,83,8,5,70
6208,6.76,1.94,5.02,8.75,31,2,5,56
6209,6.37,4.5,3.71,9.61,25,3,4,64
6210,5.18,1.46,6.2,6.21,178,6,7,93
6211,8.47,4.22,3.43,7.24,204,5,10,58
6212,6.75,2.74,3.21,5.71,165,2,8,20
6213,5.55,4.05,4.86,7.8,103,2,9,18
6214,3.89,4.78,2.55,6.18,166,5,6,78
6215,4.71,1.14,8.2,5.88,202,5,9,45
6216,3.22,4.03,8.85,9.4,165,1,1,43
6217,6.52,0.81,4.09,5.04,95,10,3,20
6218,4.11,1.24,2.23,3.61,41,11,1,57
6219,5.97,1.54,5.67,7.76,189,3,5,82
6220,9.24,3.1,4.04,6.32,20,9,8,27
6221,8.9,2.54,7.35,5.96,163,10,6,18
6222,6.44,2.3,3.43,10,168,13,10,17
